LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN
28.25,77.25,1987,12,6,0,0.001049,99.13,13.83,0.63,3.7,6.63
28.75,77.25,1987,12,6,0,0.001156,99.08,13.88,0.63,3.7,6.63
28.25,77.25,1987,12,7,0,0.001191,99.18,13.69,0.69,4.07,6.6
28.75,77.25,1987,12,7,0,0.001239,99.13,13.71,0.69,4.07,6.6
28.25,77.25,1987,12,8,0,0.000999,99.34,13.67,0.65,3.8,6.65
28.75,77.25,1987,12,8,0,0.001094,99.3,13.88,0.65,3.8,6.65
28.25,77.25,1987,12,9,0,0.001278,99.36,14.61,0.63,3.64,7.95
28.75,77.25,1987,12,9,0,0.001273,99.31,14.86,0.63,3.64,7.95
28.25,77.25,1987,12,10,0,0.001885,99.32,13.61,0.55,3.18,7.7
28.75,77.25,1987,12,10,0,0.001655,99.27,14.35,0.55,3.18,7.7
28.25,77.25,1987,12,11,0,0.006135,99.07,16.5,0.34,1.97,8.85
28.75,77.25,1987,12,11,0,0.005476,99,17.36,0.34,1.97,8.85
28.25,77.25,1987,12,12,2.82,0.008299,98.94,19.31,0.16,0.9,8.09
28.75,77.25,1987,12,12,1.85,0.007638,98.89,18.85,0.16,0.9,8.09
28.25,77.25,1987,12,13,2.59,0.00292,98.88,14.66,0.76,4.36,6.88
28.75,77.25,1987,12,13,3.76,0.002676,98.81,14.16,0.76,4.36,6.88
28.25,77.25,1987,12,14,0.93,0.003091,99.05,14.07,0.56,3.24,6.82
28.75,77.25,1987,12,14,1.06,0.00298,98.98,13.46,0.56,3.24,6.82
28.25,77.25,1987,12,15,0,0.002773,99.35,14.04,0.62,3.57,6.67
28.75,77.25,1987,12,15,0,0.002728,99.29,13.53,0.62,3.57,6.67
28.25,77.25,1987,12,16,0,0.00275,99.28,14,0.59,3.37,6.67
28.75,77.25,1987,12,16,0,0.002648,99.23,13.53,0.59,3.37,6.67
28.25,77.25,1987,12,17,0,0.002653,99.26,14.06,0.73,4.17,6.58
28.75,77.25,1987,12,17,0,0.002573,99.2,13.61,0.73,4.17,6.58
28.25,77.25,1987,12,18,0,0.002716,99.26,14.59,0.65,3.74,6.58
28.75,77.25,1987,12,18,0,0.002665,99.2,14.17,0.65,3.74,6.58
28.25,77.25,1987,12,19,0,0.002545,99.45,14.22,0.52,3,6.62
28.75,77.25,1987,12,19,0,0.002475,99.39,13.75,0.52,3,6.62
28.25,77.25,1987,12,20,0,0.002135,99.59,13.65,0.52,2.96,6.69
28.75,77.25,1987,12,20,0,0.00212,99.55,13.58,0.52,2.96,6.69
28.25,77.25,1987,12,21,0,0.002704,99.68,14.97,0.64,3.66,7.29
28.75,77.25,1987,12,21,0,0.002566,99.63,15.02,0.64,3.66,7.29
28.25,77.25,1987,12,22,0,0.002445,99.57,14.96,0.71,4.08,6.96
28.75,77.25,1987,12,22,0,0.002254,99.52,14.54,0.71,4.08,6.96
28.25,77.25,1987,12,23,0,0.001946,99.36,13.87,0.67,3.82,6.42
28.75,77.25,1987,12,23,0,0.001967,99.3,13.53,0.67,3.82,6.42
28.25,77.25,1987,12,24,0,0.0019,99.26,13.42,0.68,3.87,7.4
28.75,77.25,1987,12,24,0,0.001891,99.2,12.99,0.68,3.87,7.4
28.25,77.25,1987,12,25,0,0.001917,99.53,13.74,0.6,3.41,6.57
28.75,77.25,1987,12,25,0,0.001908,99.49,13.57,0.6,3.41,6.57
28.25,77.25,1987,12,26,0,0.001853,99.68,13.77,0.65,3.72,6.91
28.75,77.25,1987,12,26,0,0.001863,99.63,13.59,0.65,3.72,6.91
28.25,77.25,1987,12,27,0,0.001826,99.54,13.4,0.44,2.54,6.6
28.75,77.25,1987,12,27,0,0.001841,99.48,13.44,0.44,2.54,6.6
28.25,77.25,1987,12,28,0,0.001819,99.46,13.32,0.46,2.67,6.98
28.75,77.25,1987,12,28,0,0.001825,99.4,13.52,0.46,2.67,6.98
28.25,77.25,1987,12,29,0,0.001729,99.29,14.39,0.46,2.63,7.38
28.75,77.25,1987,12,29,0,0.001716,99.23,14.21,0.46,2.63,7.38
28.25,77.25,1987,12,30,0,0.001845,99.25,13.73,0.45,2.57,8.18
28.75,77.25,1987,12,30,0,0.001797,99.22,13.07,0.45,2.57,8.18
28.25,77.25,1987,12,31,0,0.001889,99.28,13.56,0.64,3.69,8.03
28.75,77.25,1987,12,31,0,0.00181,99.22,13.35,0.64,3.69,8.03
28.25,77.25,1988,1,1,0,0.001973,99.36,15.11,0.62,3.6,8
28.75,77.25,1988,1,1,0,0.002093,99.3,15.26,0.62,3.6,8
28.25,77.25,1988,1,2,0,0.002845,99.38,14.75,0.55,3.2,8.39
28.75,77.25,1988,1,2,0,0.003078,99.33,14.47,0.55,3.2,8.39
28.25,77.25,1988,1,3,0,0.003451,99.27,15.13,0.55,3.2,8.44
28.75,77.25,1988,1,3,0,0.003652,99.2,14.83,0.55,3.2,8.44
28.25,77.25,1988,1,4,0,0.004612,99.07,17.75,0.56,3.3,7.79
28.75,77.25,1988,1,4,0,0.004734,99,17.24,0.56,3.3,7.79
28.25,77.25,1988,1,5,0,0.004186,99.02,17.11,0.56,3.26,8.35
28.75,77.25,1988,1,5,0,0.004217,98.98,17.37,0.56,3.26,8.35
28.25,77.25,1988,1,6,0,0.003903,99.1,16.04,0.71,4.19,6.83
28.75,77.25,1988,1,6,0,0.00398,99.06,16.12,0.71,4.19,6.83
28.25,77.25,1988,1,7,0.21,0.004004,99.13,15.71,0.61,3.62,6.85
28.75,77.25,1988,1,7,0.07,0.004016,99.07,15.78,0.61,3.62,6.85
28.25,77.25,1988,1,8,0,0.00347,99.25,15.53,0.7,4.14,7.07
28.75,77.25,1988,1,8,0,0.003614,99.19,15.83,0.7,4.14,7.07
28.25,77.25,1988,1,9,0,0.003505,99.23,16.69,0.64,3.82,7.68
28.75,77.25,1988,1,9,0,0.003426,99.17,16.58,0.64,3.82,7.68
28.25,77.25,1988,1,10,0,0.003489,99.2,17.75,0.67,4.01,7.83
28.75,77.25,1988,1,10,0,0.003823,99.15,17.5,0.67,4.01,7.83
28.25,77.25,1988,1,11,0,0.005209,99.29,18.41,0.44,2.62,8.48
28.75,77.25,1988,1,11,0,0.005597,99.26,18.66,0.44,2.62,8.48
28.25,77.25,1988,1,12,0.01,0.005413,99.25,17.86,0.61,3.69,7.47
28.75,77.25,1988,1,12,0,0.00584,99.21,17.96,0.61,3.69,7.47
28.25,77.25,1988,1,13,0.39,0.005011,99.01,16.97,0.63,3.8,7.38
28.75,77.25,1988,1,13,0.43,0.005127,98.97,16.87,0.63,3.8,7.38
28.25,77.25,1988,1,14,0.01,0.005352,99.02,17.03,0.52,3.17,7.35
28.75,77.25,1988,1,14,0.03,0.005257,98.98,16.62,0.52,3.17,7.35
28.25,77.25,1988,1,15,0.11,0.0046,99.16,16.49,0.71,4.35,7.2
28.75,77.25,1988,1,15,0.08,0.004492,99.11,16.26,0.71,4.35,7.2
28.25,77.25,1988,1,16,0,0.003721,99.32,15.56,0.75,4.61,6.5
28.75,77.25,1988,1,16,0,0.003736,99.25,15.36,0.75,4.61,6.5
28.25,77.25,1988,1,17,0,0.003351,99.31,15.64,0.66,4.08,7.1
28.75,77.25,1988,1,17,0,0.003365,99.24,15.29,0.66,4.08,7.1
28.25,77.25,1988,1,18,0,0.002518,99.21,15.48,0.64,3.95,6.79
28.75,77.25,1988,1,18,0,0.002521,99.15,15.52,0.64,3.95,6.79
28.25,77.25,1988,1,19,0,0.002325,98.97,15.64,0.72,4.48,6.92
28.75,77.25,1988,1,19,0,0.002314,98.9,15.4,0.72,4.48,6.92
28.25,77.25,1988,1,20,0,0.002376,98.94,15.74,0.71,4.43,6.82
28.75,77.25,1988,1,20,0,0.002365,98.88,15.66,0.71,4.43,6.82
28.25,77.25,1988,1,21,0,0.002361,98.6,16.58,0.69,4.33,7.18
28.75,77.25,1988,1,21,0,0.002292,98.56,16.62,0.69,4.33,7.18
28.25,77.25,1988,1,22,0,0.003495,98.83,17,0.68,4.31,6.9
28.75,77.25,1988,1,22,0,0.003236,98.79,16.86,0.68,4.31,6.9
28.25,77.25,1988,1,23,0.23,0.003145,98.86,16.13,0.71,4.53,7
28.75,77.25,1988,1,23,0.33,0.003231,98.81,15.72,0.71,4.53,7
28.25,77.25,1988,1,24,0,0.002386,98.79,14.32,0.58,3.72,6.82
28.75,77.25,1988,1,24,0,0.002537,98.73,13.9,0.58,3.72,6.82
28.25,77.25,1988,1,25,0,0.00195,98.91,13.01,0.72,4.63,6.8
28.75,77.25,1988,1,25,0,0.002029,98.85,12.8,0.72,4.63,6.8
28.25,77.25,1988,1,26,0,0.001725,99.11,13.23,0.69,4.49,6.29
28.75,77.25,1988,1,26,0,0.001816,99.05,13.02,0.69,4.49,6.29
28.25,77.25,1988,1,27,0,0.001693,99.07,14.34,0.75,4.88,6.5
28.75,77.25,1988,1,27,0,0.001671,99,14.36,0.75,4.88,6.5
28.25,77.25,1988,1,28,0,0.003186,99.1,16.06,0.54,3.55,7.08
28.75,77.25,1988,1,28,0,0.003495,99.06,15.82,0.54,3.55,7.08
28.25,77.25,1988,1,29,0,0.004116,99.01,15.58,0.7,4.67,6.54
28.75,77.25,1988,1,29,0,0.004137,98.95,15.3,0.7,4.67,6.54
28.25,77.25,1988,1,30,0.05,0.003242,99.09,15.82,0.63,4.24,7.41
28.75,77.25,1988,1,30,0.09,0.003286,99.04,15.47,0.63,4.24,7.41
28.25,77.25,1988,1,31,0,0.003542,99.11,16.73,0.72,4.86,6.75
28.75,77.25,1988,1,31,0,0.003374,99.05,16.56,0.72,4.86,6.75
28.25,77.25,1988,2,1,0,0.002651,99.01,16.69,0.52,3.49,7.94
28.75,77.25,1988,2,1,0,0.00265,98.93,16.18,0.52,3.49,7.94
28.25,77.25,1988,2,2,0,0.002026,99.09,16.63,0.73,4.97,6.64
28.75,77.25,1988,2,2,0,0.002006,99.01,16.22,0.73,4.97,6.64
28.25,77.25,1988,2,3,0,0.00206,98.98,16.65,0.75,5.15,6.39
28.75,77.25,1988,2,3,0,0.001984,98.89,16.21,0.75,5.15,6.39
28.25,77.25,1988,2,4,0,0.002419,98.92,17.4,0.69,4.8,6.83
28.75,77.25,1988,2,4,0,0.002362,98.85,16.91,0.69,4.8,6.83
28.25,77.25,1988,2,5,0,0.002606,98.67,18.4,0.7,4.87,6.61
28.75,77.25,1988,2,5,0,0.002688,98.61,18.21,0.7,4.87,6.61
28.25,77.25,1988,2,6,0,0.002418,98.78,18.59,0.68,4.79,6.96
28.75,77.25,1988,2,6,0,0.002493,98.73,18.64,0.68,4.79,6.96
28.25,77.25,1988,2,7,0,0.002198,98.57,18.99,0.65,4.61,7.05
28.75,77.25,1988,2,7,0,0.00224,98.52,18.98,0.65,4.61,7.05
28.25,77.25,1988,2,8,0,0.002376,98.52,18.58,0.67,4.79,7.29
28.75,77.25,1988,2,8,0,0.002396,98.47,18.46,0.67,4.79,7.29
28.25,77.25,1988,2,9,0,0.002653,98.76,19.97,0.56,3.98,7.84
28.75,77.25,1988,2,9,0,0.002534,98.72,19.77,0.56,3.98,7.84
28.25,77.25,1988,2,10,0,0.001851,98.89,19.99,0.75,5.4,7.15
28.75,77.25,1988,2,10,0,0.001776,98.86,19.56,0.75,5.4,7.15
28.25,77.25,1988,2,11,0,0.002058,98.69,19.86,0.63,4.59,7.98
28.75,77.25,1988,2,11,0,0.002023,98.66,19.99,0.63,4.59,7.98
28.25,77.25,1988,2,12,3.25,0.003374,98.57,20.57,0.54,3.97,8.28
28.75,77.25,1988,2,12,8.12,0.003867,98.54,20.59,0.54,3.97,8.28
28.25,77.25,1988,2,13,1.52,0.006185,98.76,20.38,0.55,4.02,8.92
28.75,77.25,1988,2,13,2.03,0.006745,98.72,19.9,0.55,4.02,8.92
28.25,77.25,1988,2,14,3.24,0.006599,98.73,18.55,0.34,2.5,8.62
28.75,77.25,1988,2,14,3.97,0.006743,98.73,17.99,0.34,2.5,8.62
28.25,77.25,1988,2,15,3.4,0.006677,98.91,18.53,0.63,4.72,7.95
28.75,77.25,1988,2,15,2.97,0.006699,98.87,17.74,0.63,4.72,7.95
28.25,77.25,1988,2,16,1.39,0.005963,98.9,17.62,0.55,4.13,7.71
28.75,77.25,1988,2,16,2.36,0.005863,98.85,16.96,0.55,4.13,7.71
28.25,77.25,1988,2,17,0,0.004321,99.21,17.42,0.61,4.61,6.81
28.75,77.25,1988,2,17,0,0.004257,99.15,17.16,0.61,4.61,6.81
28.25,77.25,1988,2,18,0,0.004018,99.32,15.24,0.6,4.56,8.19
28.75,77.25,1988,2,18,0,0.004042,99.26,15.03,0.6,4.56,8.19
28.25,77.25,1988,2,19,0,0.00404,99.15,18.51,0.57,4.36,8.8
28.75,77.25,1988,2,19,0,0.004045,99.09,17.75,0.57,4.36,8.8
28.25,77.25,1988,2,20,0,0.005038,98.94,20.57,0.17,1.28,8.36
28.75,77.25,1988,2,20,0,0.0052,98.89,19.13,0.17,1.28,8.36
28.25,77.25,1988,2,21,0.04,0.005514,98.54,22.58,0.69,5.33,8.41
28.75,77.25,1988,2,21,0.1,0.005556,98.52,21.48,0.69,5.33,8.41
28.25,77.25,1988,2,22,0.04,0.005167,98.54,21.47,0.57,4.48,8.79
28.75,77.25,1988,2,22,0.1,0.005865,98.51,20.83,0.57,4.48,8.79
28.25,77.25,1988,2,23,0.01,0.003394,98.67,19.57,0.76,6.03,7.1
28.75,77.25,1988,2,23,0.04,0.003782,98.62,18.88,0.76,6.03,7.1
28.25,77.25,1988,2,24,0,0.002395,98.73,17.53,0.73,5.76,7.11
28.75,77.25,1988,2,24,0,0.002694,98.66,16.94,0.73,5.76,7.11
28.25,77.25,1988,2,25,0,0.00212,98.73,18.55,0.67,5.34,6.84
28.75,77.25,1988,2,25,0,0.002454,98.66,17.71,0.67,5.34,6.84
28.25,77.25,1988,2,26,0,0.002525,98.62,20.72,0.76,6.09,7.3
28.75,77.25,1988,2,26,0,0.00288,98.58,19.67,0.76,6.09,7.3
28.25,77.25,1988,2,27,0,0.003767,98.29,21.16,0.66,5.38,9.15
28.75,77.25,1988,2,27,0.01,0.003958,98.25,19.98,0.66,5.38,9.15
28.25,77.25,1988,2,28,2.42,0.005902,98.33,22.51,0.74,6.01,7.71
28.75,77.25,1988,2,28,2.93,0.006158,98.33,21.25,0.74,6.01,7.71
28.25,77.25,1988,2,29,0.02,0.005574,98.67,21.67,0.71,5.84,7.99
28.75,77.25,1988,2,29,0.11,0.005672,98.64,20.95,0.71,5.84,7.99
28.25,77.25,1988,3,1,0,0.004159,98.65,20.54,0.66,5.44,7.71
28.75,77.25,1988,3,1,0,0.004318,98.6,19.63,0.66,5.44,7.71
28.25,77.25,1988,3,2,0.21,0.003551,98.76,19.26,0.7,5.86,7.36
28.75,77.25,1988,3,2,0.09,0.003717,98.69,18.77,0.7,5.86,7.36
28.25,77.25,1988,3,3,0,0.002988,98.8,18.81,0.72,6.01,7.85
28.75,77.25,1988,3,3,0,0.003293,98.73,18.61,0.72,6.01,7.85
28.25,77.25,1988,3,4,0,0.003255,98.72,21.18,0.68,5.74,7.41
28.75,77.25,1988,3,4,0,0.003699,98.66,20.52,0.68,5.74,7.41
28.25,77.25,1988,3,5,0,0.003623,98.61,23.37,0.62,5.22,7.74
28.75,77.25,1988,3,5,0,0.004044,98.57,22.58,0.62,5.22,7.74
28.25,77.25,1988,3,6,0,0.004538,98.55,24.04,0.65,5.58,8.15
28.75,77.25,1988,3,6,0,0.004876,98.5,23.41,0.65,5.58,8.15
28.25,77.25,1988,3,7,0,0.005374,98.53,26.72,0.55,4.72,9.05
28.75,77.25,1988,3,7,0,0.005669,98.5,26.26,0.55,4.72,9.05
28.25,77.25,1988,3,8,0.19,0.007355,98.8,22.2,0.09,0.82,9.28
28.75,77.25,1988,3,8,0.23,0.007462,98.77,22.31,0.09,0.82,9.28
28.25,77.25,1988,3,9,5.66,0.008511,99.05,22.48,0.51,4.47,9.12
28.75,77.25,1988,3,9,3.58,0.008097,99.02,22.09,0.51,4.47,9.12
28.25,77.25,1988,3,10,0.2,0.008367,98.78,25.46,0.56,4.94,9.22
28.75,77.25,1988,3,10,1.42,0.00837,98.75,24.76,0.56,4.94,9.22
28.25,77.25,1988,3,11,4.53,0.009039,98.53,25.97,0.46,4.09,9.86
28.75,77.25,1988,3,11,4.14,0.009342,98.52,24.94,0.46,4.09,9.86
28.25,77.25,1988,3,12,15.74,0.010952,98.3,22.57,0.67,5.94,9.41
28.75,77.25,1988,3,12,19.87,0.010992,98.27,21.4,0.67,5.94,9.41
28.25,77.25,1988,3,13,0.72,0.008151,98.13,23.17,0.48,4.31,8.51
28.75,77.25,1988,3,13,0.3,0.008166,98.09,22.84,0.48,4.31,8.51
28.25,77.25,1988,3,14,0,0.005545,98.39,21.96,0.63,5.63,7.48
28.75,77.25,1988,3,14,0,0.005558,98.33,21.71,0.63,5.63,7.48
28.25,77.25,1988,3,15,5.58,0.005736,98.41,22.01,0.64,5.76,7.8
28.75,77.25,1988,3,15,5.35,0.005503,98.36,21.29,0.64,5.76,7.8
28.25,77.25,1988,3,16,0,0.006009,98.11,24.97,0.61,5.53,8.3
28.75,77.25,1988,3,16,0,0.00582,98.07,24.59,0.61,5.53,8.3
28.25,77.25,1988,3,17,0,0.005155,98.14,22.99,0.57,5.2,7.77
28.75,77.25,1988,3,17,0,0.005181,98.09,22.46,0.57,5.2,7.77
28.25,77.25,1988,3,18,0,0.004294,98.04,23.04,0.67,6.17,7.5
28.75,77.25,1988,3,18,0,0.004204,98.01,22.57,0.67,6.17,7.5
28.25,77.25,1988,3,19,0,0.003887,98.1,21.99,0.63,5.79,7.96
28.75,77.25,1988,3,19,0,0.003707,98.06,21.81,0.63,5.79,7.96
28.25,77.25,1988,3,20,0.52,0.003863,98.49,20.89,0.69,6.39,7.2
28.75,77.25,1988,3,20,0.63,0.003919,98.42,20.72,0.69,6.39,7.2
28.25,77.25,1988,3,21,0,0.00324,98.43,21.36,0.79,7.35,7.21
28.75,77.25,1988,3,21,0,0.003278,98.35,21.23,0.79,7.35,7.21
28.25,77.25,1988,3,22,0,0.003386,98.31,22.48,0.73,6.86,7.44
28.75,77.25,1988,3,22,0,0.003472,98.24,22.33,0.73,6.86,7.44
28.25,77.25,1988,3,23,0,0.004248,98.13,24.59,0.6,5.64,7.58
28.75,77.25,1988,3,23,0,0.004408,98.06,24.25,0.6,5.64,7.58
28.25,77.25,1988,3,24,0,0.004521,98.14,26.46,0.61,5.75,7.77
28.75,77.25,1988,3,24,0,0.004759,98.09,26.22,0.61,5.75,7.77
28.25,77.25,1988,3,25,0,0.005056,98.06,26.23,0.65,6.2,8.09
28.75,77.25,1988,3,25,0,0.005204,98.01,25.84,0.65,6.2,8.09
28.25,77.25,1988,3,26,0.02,0.00642,97.89,26.09,0.55,5.24,10.29
28.75,77.25,1988,3,26,0.08,0.006943,97.84,25.46,0.55,5.24,10.29
28.25,77.25,1988,3,27,0,0.002396,98.29,22.63,0.6,5.77,7.6
28.75,77.25,1988,3,27,0,0.002699,98.22,22.03,0.6,5.77,7.6
28.25,77.25,1988,3,28,1.27,0.003763,98.39,22.54,0.62,6.01,7.61
28.75,77.25,1988,3,28,1.35,0.003861,98.32,22.18,0.62,6.01,7.61
28.25,77.25,1988,3,29,0,0.0031,98.25,24.51,0.65,6.31,7.48
28.75,77.25,1988,3,29,0,0.003297,98.18,24.04,0.65,6.31,7.48
28.25,77.25,1988,3,30,0,0.002796,98.16,25.53,0.6,5.84,7.36
28.75,77.25,1988,3,30,0,0.003047,98.09,24.8,0.6,5.84,7.36
28.25,77.25,1988,3,31,0,0.003179,98.24,26.34,0.7,6.85,7.6
28.75,77.25,1988,3,31,0,0.003417,98.18,25.73,0.7,6.85,7.6
28.25,77.25,1988,4,1,0,0.002657,98.46,26.23,0.68,6.7,8.39
28.75,77.25,1988,4,1,0,0.002637,98.41,25.53,0.68,6.7,8.39
28.25,77.25,1988,4,2,0,0.002911,98.38,27.92,0.59,5.85,9.77
28.75,77.25,1988,4,2,0,0.003219,98.33,27.1,0.59,5.85,9.77
28.25,77.25,1988,4,3,0,0.003703,98.31,29.6,0.6,5.91,8.37
28.75,77.25,1988,4,3,0,0.004035,98.26,29.27,0.6,5.91,8.37
28.25,77.25,1988,4,4,0,0.004381,98.03,30.63,0.55,5.46,8.24
28.75,77.25,1988,4,4,0,0.004556,97.99,29.98,0.55,5.46,8.24
28.25,77.25,1988,4,5,0,0.003242,98.15,30.31,0.72,7.15,8.33
28.75,77.25,1988,4,5,0,0.003393,98.1,29.79,0.72,7.15,8.33
28.25,77.25,1988,4,6,0,0.001785,98.45,28.99,0.62,6.25,8.75
28.75,77.25,1988,4,6,0,0.001917,98.38,28.41,0.62,6.25,8.75
28.25,77.25,1988,4,7,0,0.001978,98.49,29.79,0.62,6.26,9.03
28.75,77.25,1988,4,7,0,0.00204,98.42,29.5,0.62,6.26,9.03
28.25,77.25,1988,4,8,0,0.002542,98.51,29.84,0.71,7.2,9.19
28.75,77.25,1988,4,8,0,0.002587,98.44,29.86,0.71,7.2,9.19
28.25,77.25,1988,4,9,0,0.002527,98.49,31.36,0.6,6.07,9.42
28.75,77.25,1988,4,9,0,0.002618,98.42,31.13,0.6,6.07,9.42
28.25,77.25,1988,4,10,0,0.002706,98.46,32.06,0.72,7.38,8.18
28.75,77.25,1988,4,10,0,0.002847,98.4,31.78,0.72,7.38,8.18
28.25,77.25,1988,4,11,0,0.003354,98.45,33.1,0.66,6.73,8.84
28.75,77.25,1988,4,11,0,0.003569,98.39,32.7,0.66,6.73,8.84
28.25,77.25,1988,4,12,0,0.003993,98.47,33.32,0.76,7.78,8.39
28.75,77.25,1988,4,12,0,0.00412,98.4,33.17,0.76,7.78,8.39
28.25,77.25,1988,4,13,0,0.003979,98.21,33.6,0.66,6.82,8.6
28.75,77.25,1988,4,13,0,0.004107,98.14,33.33,0.66,6.82,8.6
28.25,77.25,1988,4,14,0,0.003184,97.81,32.92,0.76,7.8,8.63
28.75,77.25,1988,4,14,0,0.00324,97.73,32.67,0.76,7.8,8.63
28.25,77.25,1988,4,15,0,0.002336,97.71,34.03,0.78,8.07,8.35
28.75,77.25,1988,4,15,0,0.002263,97.68,33.39,0.78,8.07,8.35
28.25,77.25,1988,4,16,0,0.002239,97.85,34.47,0.73,7.6,8.71
28.75,77.25,1988,4,16,0,0.002317,97.81,34.09,0.73,7.6,8.71
28.25,77.25,1988,4,17,0,0.002846,97.92,35.4,0.64,6.64,9.34
28.75,77.25,1988,4,17,0,0.002682,97.89,34.88,0.64,6.64,9.34
28.25,77.25,1988,4,18,0.33,0.005176,97.92,34.89,0.57,5.99,10.19
28.75,77.25,1988,4,18,0.07,0.005155,97.89,34.57,0.57,5.99,10.19
28.25,77.25,1988,4,19,0.06,0.005868,97.81,35.55,0.52,5.47,9.62
28.75,77.25,1988,4,19,0.13,0.005921,97.77,35.27,0.52,5.47,9.62
28.25,77.25,1988,4,20,0.01,0.005232,97.99,34.15,0.61,6.39,8.51
28.75,77.25,1988,4,20,0,0.005352,97.95,33.81,0.61,6.39,8.51
28.25,77.25,1988,4,21,0.26,0.004871,97.98,34.04,0.61,6.41,9.63
28.75,77.25,1988,4,21,0.13,0.005,97.93,33.57,0.61,6.41,9.63
28.25,77.25,1988,4,22,0,0.004555,97.86,34.84,0.54,5.73,9.76
28.75,77.25,1988,4,22,0,0.004523,97.8,34.61,0.54,5.73,9.76
28.25,77.25,1988,4,23,0.37,0.004513,97.95,35.27,0.72,7.65,9.97
28.75,77.25,1988,4,23,0.59,0.004604,97.9,34.92,0.72,7.65,9.97
28.25,77.25,1988,4,24,3.02,0.005298,97.99,34.7,0.63,6.74,9.89
28.75,77.25,1988,4,24,3.59,0.005569,97.95,33.8,0.63,6.74,9.89
28.25,77.25,1988,4,25,0,0.005448,98.08,34.49,0.63,6.72,8.83
28.75,77.25,1988,4,25,0,0.005593,98.02,33.99,0.63,6.72,8.83
28.25,77.25,1988,4,26,0,0.00544,98.14,35.87,0.56,6.01,10.2
28.75,77.25,1988,4,26,0,0.005549,98.1,35.35,0.56,6.01,10.2
28.25,77.25,1988,4,27,0.02,0.006023,97.96,36.53,0.6,6.43,10.08
28.75,77.25,1988,4,27,0,0.005882,97.9,36.22,0.6,6.43,10.08
28.25,77.25,1988,4,28,0.03,0.005847,97.89,37.46,0.53,5.75,9.82
28.75,77.25,1988,4,28,0.03,0.00576,97.83,37.15,0.53,5.75,9.82
28.25,77.25,1988,4,29,0.01,0.00607,97.97,36.96,0.62,6.74,9.85
28.75,77.25,1988,4,29,0.04,0.00599,97.9,36.81,0.62,6.74,9.85
28.25,77.25,1988,4,30,0,0.006697,97.83,37.18,0.65,7.01,9.88
28.75,77.25,1988,4,30,0,0.006335,97.77,36.88,0.65,7.01,9.88
28.25,77.25,1988,5,1,0.12,0.007973,97.95,34.87,0.64,6.95,10.72
28.75,77.25,1988,5,1,0.03,0.007128,97.87,34.9,0.64,6.95,10.72
28.25,77.25,1988,5,2,0.02,0.006291,98.05,36.99,0.59,6.41,9.85
28.75,77.25,1988,5,2,0.05,0.005832,97.98,36.67,0.59,6.41,9.85
28.25,77.25,1988,5,3,0,0.00691,97.98,36.93,0.55,6.04,9.33
28.75,77.25,1988,5,3,0.01,0.005964,97.92,36.36,0.55,6.04,9.33
28.25,77.25,1988,5,4,0,0.004572,97.75,36.74,0.52,5.63,9
28.75,77.25,1988,5,4,0,0.004255,97.72,36.19,0.52,5.63,9
28.25,77.25,1988,5,5,0.1,0.003853,97.51,36.84,0.58,6.3,8.98
28.75,77.25,1988,5,5,0.03,0.003687,97.47,36.42,0.58,6.3,8.98
28.25,77.25,1988,5,6,0,0.003333,97.37,37.73,0.56,6.13,9.73
28.75,77.25,1988,5,6,0,0.003412,97.33,37.26,0.56,6.13,9.73
28.25,77.25,1988,5,7,0,0.003355,97.51,37.82,0.54,5.95,9.46
28.75,77.25,1988,5,7,0,0.003454,97.48,37.36,0.54,5.95,9.46
28.25,77.25,1988,5,8,0,0.003323,97.71,38.56,0.57,6.27,9.93
28.75,77.25,1988,5,8,0,0.003296,97.66,38.15,0.57,6.27,9.93
28.25,77.25,1988,5,9,0,0.002391,97.55,37.7,0.55,6.07,8.9
28.75,77.25,1988,5,9,0,0.002401,97.49,37.37,0.55,6.07,8.9
28.25,77.25,1988,5,10,0,0.002615,97.22,37.51,0.56,6.17,8.9
28.75,77.25,1988,5,10,0,0.002547,97.16,37.17,0.56,6.17,8.9
28.25,77.25,1988,5,11,0,0.002402,97.27,38.57,0.58,6.38,8.8
28.75,77.25,1988,5,11,0,0.002283,97.22,38.18,0.58,6.38,8.8
28.25,77.25,1988,5,12,0,0.00207,97.49,38.59,0.67,7.4,8.57
28.75,77.25,1988,5,12,0,0.002031,97.42,38.45,0.67,7.4,8.57
28.25,77.25,1988,5,13,0,0.003834,97.47,39.24,0.7,7.77,8.5
28.75,77.25,1988,5,13,0,0.003165,97.41,38.81,0.7,7.77,8.5
28.25,77.25,1988,5,14,0,0.003813,97.56,40.28,0.58,6.47,9.16
28.75,77.25,1988,5,14,0,0.0035,97.49,40.09,0.58,6.47,9.16
28.25,77.25,1988,5,15,0,0.004351,97.76,38.14,0.59,6.54,9.93
28.75,77.25,1988,5,15,0,0.004213,97.71,37.83,0.59,6.54,9.93
28.25,77.25,1988,5,16,0,0.004869,97.62,38.93,0.55,6.09,9.13
28.75,77.25,1988,5,16,0,0.004964,97.56,38.96,0.55,6.09,9.13
28.25,77.25,1988,5,17,0,0.004836,97.45,39.78,0.6,6.67,10.65
28.75,77.25,1988,5,17,0,0.004912,97.4,39.62,0.6,6.67,10.65
